transaction_id,transaction_date,vendor_name,category,amount
100,2020-01-20,LinkedIn Ads,Marketing,1409.3
101,2020-01-21,Delta Airlines,Travel,$860.39
102,2020-01-21,Dropbox,Software,24.26
103,2020-01-21,FedEx,Shipping,152
104,2020-01-21,Asana,Software,51
105,2020-01-21,Dropbox,Software,18.1
106,2020-01-21,American Airlines,Travel,1027.8
107,2020-01-21,DHL,Shipping,236.58
108,2020-01-22,Notion,Software,$16.00
109,2020-01-22,Microsoft,Software,250
110,2020-01-22,Expensify,Software,50.0
111,2020-01-22,Marriott,Travel,N/A
112,2020-01-22,DHL,Shipping,167.41
113,2020-01-22,DHL,Shipping,94.84
114,2020-01-22,Amazon,Office Supplies,$187.81
115,2020-01-23,LinkedIn Ads,Marketing,1829.2
116,2020-01-23,AWS,Software,"$2,118.33"
117,2020-01-23,Office Depot,Office Supplies,434.4
118,2020-01-23,Mailchimp,Marketing,299.0
119,2020-01-23,Uber,Travel,$180.50
120,2020-01-23,Expensify,Software,50
121,2020-01-24,Asana,Software,87.0
122,2020-01-24,HubSpot,Marketing,756.7
123,2020-01-24,Expensify,Software,50
124,2020-01-24,Office Depot,Office Supplies,395.51
125,2020-01-24,Stripe,Software,59.00
126,2020-01-24,Stripe,Software,$59.00
127,2020-01-25,Zoom,Software,149.00
128,2020-01-25,WeWork,Rent,3200.0
129,2020-01-25,LinkedIn Ads,Marketing,593.4
130,2020-01-25,Office Depot,Office Supplies,304.5
131,2020-01-26,Amazon,Office Supplies,1891.2
132,2020-01-26,LinkedIn Ads,Marketing,"1,307.33"
133,2020-01-26,AWS,Software,"$1,253.22"
134,2020-01-26,Staples,Office Supplies,167.7
135,2020-01-26,Marriott,Travel,224.27
136,2020-01-26,Asana,Software,$67.39
137,2020-01-27,QuickBooks,Software,105.72
138,2020-01-27,Uber,Travel,100.2
139,2020-01-27,Salesforce,Software,800
140,2020-01-28,Stripe,Software,$59.00
141,2020-01-28,FedEx,Shipping,Waived
142,2020-01-28,Uber,Travel,233.64
143,2020-01-28,Amazon,Office Supplies,1280.5
144,2020-01-28,DHL,Shipping,50.7
145,2020-01-28,American Airlines,Travel,$917.48
146,2020-01-29,Microsoft,Software,Pending
147,2020-01-29,Notion,Software,16.0
148,2020-01-29,American Airlines,Travel,755.32
149,2020-01-29,Slack,Software,$87.00
150,2020-01-30,Uber,Travel,123
151,2020-01-30,WeWork,Rent,3200.0
152,2020-01-30,AWS,Software,706.6
153,2020-01-30,American Airlines,Travel,628
154,2020-01-30,Asana,Software,86.6
155,2020-01-30,Expensify,Software,50
156,2020-01-30,Salesforce,Software,$800.00
157,2020-01-31,Expensify,Software,50.0
158,2020-01-31,Salesforce,Software,800.00
159,2020-01-31,AWS,Software,1218
160,2020-01-31,Stripe,Software,59
161,2020-01-31,HubSpot,Marketing,$408.12
162,2020-02-01,Marriott,Travel,332.89
163,2020-02-01,American Airlines,Travel,1533.1
164,2020-02-01,Amazon,Office Supplies,276.80
165,2020-02-01,Microsoft,Software,382
166,2020-02-02,Marriott,Travel,397.7
167,2020-02-02,Stripe,Software,59.00
168,2020-02-02,Salesforce,Software,800.00
169,2020-02-02,Delta Airlines,Travel,776
170,2020-02-02,Slack,Software,87
171,2020-02-02,Google Ads,Marketing,"1,616.12"
172,2020-02-03,Uber,Travel,293.06
173,2020-02-03,QuickBooks,Software,$162.90
174,2020-02-03,Notion,Software,16
175,2020-02-03,Google Ads,Marketing,3406.8
176,2020-02-03,Slack,Software,$87.00
177,2020-02-04,QuickBooks,Software,139
178,2020-02-04,WeWork,Rent,TBD
179,2020-02-04,LinkedIn Ads,Marketing,"1,409.48"
180,2020-02-04,Office Depot,Office Supplies,275.6
181,2020-02-04,Microsoft,Software,451
182,2020-02-04,Notion,Software,$16.00
183,2020-02-04,Office Depot,Office Supplies,$127.66
184,2020-02-05,Mailchimp,Marketing,No Charge
185,2020-02-05,LinkedIn Ads,Marketing,1175
186,2020-02-05,Uber,Travel,92.5
187,2020-02-05,WeWork,Rent,"3,200.00"
188,2020-02-06,Slack,Software,87
189,2020-02-06,Zoom,Software,149
190,2020-02-06,Asana,Software,82
191,2020-02-06,Expensify,Software,50.0
192,2020-02-06,Stripe,Software,$59.00
193,2020-02-06,Asana,Software,32
194,2020-02-07,Stripe,Software,$59.00
195,2020-02-07,Office Depot,Office Supplies,$345.97
196,2020-02-07,Office Depot,Office Supplies,385.4
197,2020-02-07,Stripe,Software,59.0
198,2020-02-07,WeWork,Rent,3200
199,2020-02-07,DHL,Shipping,48.5
200,2020-02-07,American Airlines,Travel,1587.3
201,2020-02-08,Uber,Travel,152
202,2020-02-08,Slack,Software,$87.00
203,2020-02-08,DHL,Shipping,$220.61
204,2020-02-08,Delta Airlines,Travel,1440.6
205,2020-02-08,QuickBooks,Software,Pending
206,2020-02-08,HubSpot,Marketing,504.8
207,2020-02-08,Slack,Software,87.00
208,2020-02-09,Google Ads,Marketing,Refunded
209,2020-02-09,WeWork,Rent,"$3,200.00"
210,2020-02-09,Expensify,Software,50.00
211,2020-02-09,AWS,Software,4676
212,2020-02-09,LinkedIn Ads,Marketing,"1,752.09"
213,2020-02-09,Expensify,Software,50.00
214,2020-02-09,WeWork,Rent,3200.0
215,2020-02-09,Salesforce,Software,$800.00
216,2020-02-10,Marriott,Travel,284.4
217,2020-02-10,Zoom,Software,149
218,2020-02-10,HubSpot,Marketing,1010
219,2020-02-10,Delta Airlines,Travel,2457.7
220,2020-02-10,Mailchimp,Marketing,299
221,2020-02-11,AWS,Software,3585.1
222,2020-02-11,DHL,Shipping,203.29
223,2020-02-11,AWS,Software,4831
224,2020-02-11,Slack,Software,87.0
225,2020-02-11,Amazon,Office Supplies,"1,472.64"
226,2020-02-11,WeWork,Rent,3200
227,2020-02-11,Asana,Software,78
228,2020-02-11,DHL,Shipping,218
229,2020-02-12,American Airlines,Travel,"$2,684.83"
230,2020-02-12,Asana,Software,34
231,2020-02-12,Mailchimp,Marketing,$299.00
232,2020-02-12,Office Depot,Office Supplies,327.9
233,2020-02-12,Google Ads,Marketing,"$2,673.80"
234,2020-02-12,Salesforce,Software,800
235,2020-02-12,LinkedIn Ads,Marketing,718.35
236,2020-02-12,Google Ads,Marketing,1272.7
237,2020-02-13,DHL,Shipping,79.19
238,2020-02-13,Mailchimp,Marketing,299
239,2020-02-13,DHL,Shipping,27
240,2020-02-13,DHL,Shipping,Pending
241,2020-02-13,Notion,Software,16
242,2020-02-13,Expensify,Software,50.0
243,2020-02-13,AWS,Software,711
244,2020-02-14,Microsoft,Software,497.4
245,2020-02-14,Stripe,Software,$59.00
246,2020-02-14,Asana,Software,82
247,2020-02-14,Office Depot,Office Supplies,405
248,2020-02-14,Mailchimp,Marketing,299.00
249,2020-02-14,QuickBooks,Software,$62.63
250,2020-02-14,Microsoft,Software,Pending
251,2020-02-15,Zoom,Software,149.0
252,2020-02-15,Google Ads,Marketing,1342
253,2020-02-15,Dropbox,Software,20.02
254,2020-02-15,Stripe,Software,59
255,2020-02-15,Marriott,Travel,541.7
256,2020-02-15,WeWork,Rent,3200.0
257,2020-02-15,HubSpot,Marketing,$692.62
258,2020-02-15,Stripe,Software,59
259,2020-02-16,Staples,Office Supplies,$337.85
260,2020-02-16,DHL,Shipping,N/A
261,2020-02-16,Salesforce,Software,$800.00
262,2020-02-16,QuickBooks,Software,157
263,2020-02-16,QuickBooks,Software,$103.08
264,2020-02-16,Microsoft,Software,Declined
265,2020-02-16,HubSpot,Marketing,508.5
266,2020-02-17,Marriott,Travel,$476.97
267,2020-02-17,AWS,Software,3155
268,2020-02-17,Uber,Travel,216.4
269,2020-02-17,Mailchimp,Marketing,Waived
270,2020-02-17,FedEx,Shipping,181
271,2020-02-17,Uber,Travel,$137.50
272,2020-02-17,Expensify,Software,$50.00
273,2020-02-18,Salesforce,Software,800.00
274,2020-02-18,WeWork,Rent,"3,200.00"
275,2020-02-18,Mailchimp,Marketing,$299.00
276,2020-02-19,Zoom,Software,149.00
277,2020-02-19,Slack,Software,No Charge
278,2020-02-19,FedEx,Shipping,245
279,2020-02-19,Amazon,Office Supplies,Waived
280,2020-02-19,LinkedIn Ads,Marketing,1289.1
281,2020-02-20,Office Depot,Office Supplies,200.2
282,2020-02-20,Dropbox,Software,17
283,2020-02-20,Expensify,Software,Refunded
284,2020-02-20,Staples,Office Supplies,Waived
285,2020-02-20,Expensify,Software,N/A
286,2020-02-20,Zoom,Software,149
287,2020-02-21,Asana,Software,67.1
288,2020-02-21,Slack,Software,Waived
289,2020-02-21,QuickBooks,Software,164.10
290,2020-02-21,LinkedIn Ads,Marketing,1177
291,2020-02-21,Expensify,Software,50
292,2020-02-21,LinkedIn Ads,Marketing,968.79
293,2020-02-22,AWS,Software,$522.24
294,2020-02-22,LinkedIn Ads,Marketing,644.85
295,2020-02-22,HubSpot,Marketing,447
296,2020-02-22,DHL,Shipping,52.5
297,2020-02-22,Marriott,Travel,173
298,2020-02-22,FedEx,Shipping,66.94
299,2020-02-22,DHL,Shipping,133
300,2020-02-22,HubSpot,Marketing,694.05
301,2020-02-23,HubSpot,Marketing,"$1,179.64"
302,2020-02-23,Asana,Software,95
303,2020-02-23,Amazon,Office Supplies,442
304,2020-02-23,Salesforce,Software,800.00
305,2020-02-23,Notion,Software,Waived
306,2020-02-23,QuickBooks,Software,N/A
307,2020-02-24,Staples,Office Supplies,196
308,2020-02-24,Microsoft,Software,$402.56
309,2020-02-24,Uber,Travel,$72.01
310,2020-02-24,DHL,Shipping,43.4
311,2020-02-25,Asana,Software,$60.94
312,2020-02-25,FedEx,Shipping,151.8
313,2020-02-25,Dropbox,Software,Refunded
314,2020-02-25,Asana,Software,33.83
315,2020-02-25,Office Depot,Office Supplies,94
316,2020-02-25,Slack,Software,87.00
317,2020-02-26,Staples,Office Supplies,236
318,2020-02-26,WeWork,Rent,3200.0
319,2020-02-26,Amazon,Office Supplies,Pending
320,2020-02-26,Notion,Software,16.0
321,2020-02-27,Slack,Software,87.00
322,2020-02-27,Asana,Software,62
323,2020-02-27,WeWork,Rent,Refunded
324,2020-02-27,Notion,Software,TBD
325,2020-02-27,Microsoft,Software,411.03
326,2020-02-28,Dropbox,Software,21.33
327,2020-02-28,Office Depot,Office Supplies,194.21
328,2020-02-28,Mailchimp,Marketing,299.00
329,2020-02-29,Zoom,Software,149.00
330,2020-02-29,Office Depot,Office Supplies,325.1
331,2020-02-29,DHL,Shipping,232
332,2020-02-29,QuickBooks,Software,91.1
333,2020-02-29,Expensify,Software,$50.00
334,2020-02-29,FedEx,Shipping,171.9
335,2020-02-29,Uber,Travel,$45.36
336,2020-03-01,WeWork,Rent,3200.0
337,2020-03-01,Notion,Software,$16.00
338,2020-03-01,Expensify,Software,50.00
339,2020-03-01,Salesforce,Software,$800.00
340,2020-03-01,Expensify,Software,50
341,2020-03-01,American Airlines,Travel,$436.12
342,2020-03-01,Mailchimp,Marketing,299.00
343,2020-03-01,FedEx,Shipping,136.9
344,2020-03-02,DHL,Shipping,159
345,2020-03-02,WeWork,Rent,3200.0
346,2020-03-02,Microsoft,Software,238.20
347,2020-03-02,Salesforce,Software,800
348,2020-03-02,Microsoft,Software,488.7
349,2020-03-03,Asana,Software,N/A
350,2020-03-03,Staples,Office Supplies,275.22
351,2020-03-03,DHL,Shipping,$183.14
352,2020-03-03,QuickBooks,Software,$137.16
353,2020-03-04,Microsoft,Software,213.1
354,2020-03-04,Delta Airlines,Travel,$798.39
355,2020-03-04,Microsoft,Software,TBD
356,2020-03-04,HubSpot,Marketing,"$1,068.10"
357,2020-03-04,DHL,Shipping,100.77
358,2020-03-05,Staples,Office Supplies,103.99
359,2020-03-05,Marriott,Travel,346.95
360,2020-03-05,Expensify,Software,50.0
361,2020-03-05,Mailchimp,Marketing,299.0
362,2020-03-05,Delta Airlines,Travel,1109.2
363,2020-03-05,Expensify,Software,50.0
364,2020-03-05,Google Ads,Marketing,"3,005.61"
365,2020-03-06,Uber,Travel,$203.12
366,2020-03-06,American Airlines,Travel,2568
367,2020-03-06,WeWork,Rent,"3,200.00"
368,2020-03-06,LinkedIn Ads,Marketing,637.6
369,2020-03-06,FedEx,Shipping,281.9
370,2020-03-07,FedEx,Shipping,101
371,2020-03-07,Mailchimp,Marketing,299
372,2020-03-07,Zoom,Software,149.0
373,2020-03-07,American Airlines,Travel,2527.1
374,2020-03-07,Expensify,Software,$50.00
375,2020-03-07,Stripe,Software,59.0
376,2020-03-07,Slack,Software,$87.00
377,2020-03-08,Mailchimp,Marketing,299.0
378,2020-03-08,WeWork,Rent,"$3,200.00"
379,2020-03-08,QuickBooks,Software,117.00
380,2020-03-09,LinkedIn Ads,Marketing,502.4
381,2020-03-09,Google Ads,Marketing,Pending
382,2020-03-09,WeWork,Rent,"$3,200.00"
383,2020-03-09,Staples,Office Supplies,Refunded
384,2020-03-09,FedEx,Shipping,TBD
385,2020-03-10,FedEx,Shipping,$102.69
386,2020-03-10,Office Depot,Office Supplies,303.49
387,2020-03-10,Uber,Travel,125.12
388,2020-03-11,Expensify,Software,50.00
389,2020-03-11,Zoom,Software,149.0
390,2020-03-11,Uber,Travel,Declined
391,2020-03-11,Uber,Travel,115.2
392,2020-03-11,HubSpot,Marketing,Waived
393,2020-03-11,Delta Airlines,Travel,$929.44
394,2020-03-11,QuickBooks,Software,93
395,2020-03-11,LinkedIn Ads,Marketing,1834.2
396,2020-03-12,Google Ads,Marketing,2139
397,2020-03-12,WeWork,Rent,N/A
398,2020-03-12,Google Ads,Marketing,"$2,272.78"
399,2020-03-12,Salesforce,Software,800.0
400,2020-03-12,Google Ads,Marketing,"$2,662.36"
401,2020-03-13,FedEx,Shipping,$199.86
402,2020-03-13,WeWork,Rent,"3,200.00"
403,2020-03-13,Amazon,Office Supplies,371.3
404,2020-03-13,Uber,Travel,64
405,2020-03-13,FedEx,Shipping,139.54
406,2020-03-13,DHL,Shipping,126.2
407,2020-03-13,Office Depot,Office Supplies,66
408,2020-03-13,Staples,Office Supplies,$160.03
409,2020-03-14,Marriott,Travel,$233.72
410,2020-03-14,Stripe,Software,59.00
411,2020-03-14,Asana,Software,50.0
412,2020-03-15,Slack,Software,Declined
413,2020-03-15,American Airlines,Travel,Waived
414,2020-03-15,Salesforce,Software,800
415,2020-03-15,Microsoft,Software,447.98
416,2020-03-16,Dropbox,Software,17.24
417,2020-03-16,Mailchimp,Marketing,N/A
418,2020-03-16,Notion,Software,16.00
419,2020-03-16,Asana,Software,Refunded
420,2020-03-16,American Airlines,Travel,2212.8
421,2020-03-17,WeWork,Rent,"$3,200.00"
422,2020-03-17,Expensify,Software,50.00
423,2020-03-17,Office Depot,Office Supplies,289.11
424,2020-03-17,LinkedIn Ads,Marketing,"$1,254.30"
425,2020-03-17,Dropbox,Software,16
426,2020-03-17,American Airlines,Travel,831
427,2020-03-17,WeWork,Rent,3200
428,2020-03-18,QuickBooks,Software,89.37
429,2020-03-18,Notion,Software,16
430,2020-03-18,Notion,Software,$16.00
431,2020-03-18,Uber,Travel,286
432,2020-03-19,Delta Airlines,Travel,"$1,987.31"
433,2020-03-19,AWS,Software,4467
434,2020-03-19,AWS,Software,1375.4
435,2020-03-19,Microsoft,Software,308.74
436,2020-03-19,Expensify,Software,50
437,2020-03-19,Asana,Software,40
438,2020-03-19,Marriott,Travel,594.6
439,2020-03-19,Zoom,Software,$149.00
440,2020-03-20,Mailchimp,Marketing,299.00
441,2020-03-20,Zoom,Software,149.0
442,2020-03-20,Asana,Software,59.27
443,2020-03-20,Salesforce,Software,800.00
444,2020-03-20,Office Depot,Office Supplies,104.9
445,2020-03-21,Microsoft,Software,Refunded
446,2020-03-21,Dropbox,Software,19
447,2020-03-21,Uber,Travel,43.6
448,2020-03-21,Microsoft,Software,337.8
449,2020-03-21,Zoom,Software,149.0
450,2020-03-21,FedEx,Shipping,N/A
451,2020-03-22,FedEx,Shipping,N/A
452,2020-03-22,Expensify,Software,$50.00
453,2020-03-22,Zoom,Software,149
454,2020-03-22,HubSpot,Marketing,"1,151.16"
455,2020-03-23,Dropbox,Software,No Charge
456,2020-03-23,Zoom,Software,149.0
457,2020-03-23,Zoom,Software,149
458,2020-03-23,Asana,Software,52
459,2020-03-23,Notion,Software,16.0
460,2020-03-23,American Airlines,Travel,"$1,776.19"
461,2020-03-23,FedEx,Shipping,Refunded
462,2020-03-24,Microsoft,Software,$428.86
463,2020-03-24,Asana,Software,63.22
464,2020-03-24,Marriott,Travel,173.1
465,2020-03-24,Zoom,Software,$149.00
466,2020-03-24,Delta Airlines,Travel,341.66
467,2020-03-24,LinkedIn Ads,Marketing,1535.8
468,2020-03-24,Marriott,Travel,477.33
469,2020-03-25,Salesforce,Software,800.0
470,2020-03-25,Salesforce,Software,800
471,2020-03-25,HubSpot,Marketing,683
472,2020-03-25,Asana,Software,63
473,2020-03-25,HubSpot,Marketing,638
474,2020-03-25,Office Depot,Office Supplies,165.8
475,2020-03-25,Salesforce,Software,800
476,2020-03-26,Slack,Software,87.0
477,2020-03-26,FedEx,Shipping,288
478,2020-03-26,Uber,Travel,107
479,2020-03-26,Expensify,Software,50.00
480,2020-03-26,Delta Airlines,Travel,2121
481,2020-03-27,Slack,Software,87.00
482,2020-03-27,Uber,Travel,210.86
483,2020-03-27,Uber,Travel,57.0
484,2020-03-27,Slack,Software,87.00
485,2020-03-28,QuickBooks,Software,171.6
486,2020-03-28,QuickBooks,Software,75
487,2020-03-28,Microsoft,Software,$376.06
488,2020-03-28,QuickBooks,Software,$124.64
489,2020-03-28,Google Ads,Marketing,"$1,928.29"
490,2020-03-28,Staples,Office Supplies,325
491,2020-03-29,Amazon,Office Supplies,666
492,2020-03-29,Microsoft,Software,309.0
493,2020-03-29,Zoom,Software,149.00
494,2020-03-30,Salesforce,Software,800
495,2020-03-30,American Airlines,Travel,721
496,2020-03-30,Notion,Software,16.0
497,2020-03-31,Dropbox,Software,$18.28
498,2020-03-31,Google Ads,Marketing,"3,450.55"
499,2020-03-31,Amazon,Office Supplies,595
500,2020-03-31,Salesforce,Software,$800.00
501,2020-03-31,Stripe,Software,$59.00
502,2020-03-31,DHL,Shipping,51.6
503,2020-04-01,Dropbox,Software,24
504,2020-04-01,American Airlines,Travel,528
505,2020-04-01,FedEx,Shipping,199.80
506,2020-04-01,AWS,Software,935
507,2020-04-01,LinkedIn Ads,Marketing,"1,552.91"
508,2020-04-01,Office Depot,Office Supplies,$146.31
509,2020-04-01,Dropbox,Software,$19.47
510,2020-04-01,Notion,Software,16.00
511,2020-04-02,HubSpot,Marketing,519.9
512,2020-04-02,Slack,Software,87.0
513,2020-04-02,WeWork,Rent,"$3,200.00"
514,2020-04-02,Expensify,Software,$50.00
515,2020-04-02,HubSpot,Marketing,$769.90
516,2020-04-02,Staples,Office Supplies,Declined
517,2020-04-02,Notion,Software,$16.00
518,2020-04-03,Uber,Travel,Refunded
519,2020-04-03,Uber,Travel,107.51
520,2020-04-03,Office Depot,Office Supplies,331.5
521,2020-04-03,FedEx,Shipping,298.1
522,2020-04-03,Staples,Office Supplies,78.09
523,2020-04-03,QuickBooks,Software,N/A
524,2020-04-03,Staples,Office Supplies,235.09
525,2020-04-04,Office Depot,Office Supplies,40.7
526,2020-04-04,HubSpot,Marketing,703.4
527,2020-04-04,FedEx,Shipping,$80.33
528,2020-04-05,DHL,Shipping,$119.33
529,2020-04-05,Mailchimp,Marketing,No Charge
530,2020-04-05,Expensify,Software,$50.00
531,2020-04-06,Marriott,Travel,169.91
532,2020-04-06,Office Depot,Office Supplies,N/A
533,2020-04-06,Microsoft,Software,231
534,2020-04-06,Notion,Software,16
535,2020-04-07,Microsoft,Software,456.69
536,2020-04-07,LinkedIn Ads,Marketing,N/A
537,2020-04-07,Marriott,Travel,560.2
538,2020-04-07,HubSpot,Marketing,796.5
539,2020-04-08,Salesforce,Software,800
540,2020-04-08,Staples,Office Supplies,114.36
541,2020-04-08,Mailchimp,Marketing,299.0
542,2020-04-08,Uber,Travel,181.84
543,2020-04-08,Staples,Office Supplies,$135.00
544,2020-04-08,Expensify,Software,Waived
545,2020-04-08,Delta Airlines,Travel,$413.38
546,2020-04-09,Delta Airlines,Travel,"2,070.23"
547,2020-04-09,AWS,Software,1202
548,2020-04-09,Amazon,Office Supplies,$502.43
549,2020-04-10,Office Depot,Office Supplies,255.09
550,2020-04-10,Staples,Office Supplies,370
551,2020-04-10,Staples,Office Supplies,213
552,2020-04-10,Stripe,Software,59.0
553,2020-04-10,Slack,Software,87
554,2020-04-10,Delta Airlines,Travel,"1,115.55"
555,2020-04-10,Marriott,Travel,215.7
556,2020-04-10,Microsoft,Software,203.3
557,2020-04-11,Mailchimp,Marketing,299
558,2020-04-11,Stripe,Software,59.0
559,2020-04-11,Expensify,Software,50.00
560,2020-04-11,Zoom,Software,$149.00
561,2020-04-11,Dropbox,Software,$15.34
562,2020-04-11,Office Depot,Office Supplies,33.00
563,2020-04-11,WeWork,Rent,N/A
564,2020-04-12,FedEx,Shipping,55.7
565,2020-04-12,DHL,Shipping,N/A
566,2020-04-12,LinkedIn Ads,Marketing,517
567,2020-04-12,HubSpot,Marketing,TBD
568,2020-04-12,American Airlines,Travel,"2,087.29"
569,2020-04-12,Slack,Software,87.00
570,2020-04-13,Asana,Software,66
571,2020-04-13,Staples,Office Supplies,77.7
572,2020-04-13,Notion,Software,16
573,2020-04-13,DHL,Shipping,TBD
574,2020-04-14,Office Depot,Office Supplies,44.9
575,2020-04-14,HubSpot,Marketing,780.80
576,2020-04-14,WeWork,Rent,3200
577,2020-04-14,Notion,Software,$16.00
578,2020-04-14,Mailchimp,Marketing,299.0
579,2020-04-14,Stripe,Software,Pending
580,2020-04-14,HubSpot,Marketing,TBD
581,2020-04-14,Salesforce,Software,800.00
582,2020-04-15,Staples,Office Supplies,375.11
583,2020-04-15,Notion,Software,16
584,2020-04-15,Staples,Office Supplies,$314.46
585,2020-04-15,Dropbox,Software,$22.45
586,2020-04-15,LinkedIn Ads,Marketing,N/A
587,2020-04-15,Office Depot,Office Supplies,318
588,2020-04-15,Amazon,Office Supplies,1304.8
589,2020-04-15,AWS,Software,1295.1
590,2020-04-16,Google Ads,Marketing,"$2,635.18"
591,2020-04-16,Office Depot,Office Supplies,$320.75
592,2020-04-16,WeWork,Rent,"3,200.00"
593,2020-04-16,Marriott,Travel,$325.33
594,2020-04-16,Amazon,Office Supplies,1891
595,2020-04-16,Slack,Software,87.0
596,2020-04-17,HubSpot,Marketing,No Charge
597,2020-04-17,FedEx,Shipping,184
598,2020-04-17,Staples,Office Supplies,$54.32
599,2020-04-17,Marriott,Travel,555.51
600,2020-04-17,Notion,Software,16.00
601,2020-04-17,Zoom,Software,149.00
602,2020-04-17,WeWork,Rent,3200
603,2020-04-18,WeWork,Rent,3200.0
604,2020-04-18,Asana,Software,73.17
605,2020-04-18,Microsoft,Software,152.4
606,2020-04-18,Salesforce,Software,800.00
607,2020-04-18,Microsoft,Software,262.23
608,2020-04-18,AWS,Software,1708
609,2020-04-19,Marriott,Travel,462.73
610,2020-04-19,Salesforce,Software,800.0
611,2020-04-19,FedEx,Shipping,69.61
612,2020-04-19,DHL,Shipping,Waived
613,2020-04-19,Expensify,Software,50
614,2020-04-20,WeWork,Rent,3200.0
