transaction_id,business_id,order_date,product_code,department,units_sold,sales_amount,store_region,fulfillment_type,warehouse
TX500093,B2899,2024-01-10,SP-9811,SPORTING GOODS,12,942.48,SOUTHEAST,DELIVERY,SEA-01
TX500094,B2585,2024-01-10,OT-9208,OFFICE,3,72.08,NORTHEAST,PICKUP,SEA-01
TX500095,B5908,2024-01-10,SP-6271,SPORTING GOODS,10,2946.19,SOUTHWEST,DELIVERY,DAL-01
TX500096,B1930,2024-01-10,EL-6328,ELECTRONICS,1,199.5, NORTHEAST ,PICKUP,CHI-01
TX500097,B4093,2024-01-10,EL-1099,ELECTRONICS,3,439.27,NORTHEAST,DELIVERY,ATL-01
TX500098,B9282,2024-01-10,HG-4600,HOME GOODS,7,1989.83,NORTHEAST,IN STORE,LAX-01
TX500099,B1592,2024-01-10,CL-9828,CLOTHING,10,2645.06,SOUTHEAST,DELIVERY,ATL-01
TX500100,B9946,2024-01-10,HG-9699,HOME GOODS,7,1718.21,SOUTHWEST,PICKUP,SEA-01
TX500101,B9034,2024-01-10,el-9726,ELECTRONICS,5,1477.38,SOUTHEAST,IN STORE,NYC-01
TX500102,B4741,2024-01-10,HG-7319,HOME GOODS,6,1326.63,SOUTHEAST,PICKUP,SEA-01
TX500103,B2951,2024-01-10,EL-2111,ELECTRONICS,9,2578.13,NORTHEAST,IN STORE,NYC-01
TX500104,B8736,2024-01-10,SP-8174,SPORTING GOODS,14,3282.98,WEST,IN STORE,SEA-01
TX500105,B3224,2024-01-10,EL-2787,ELECTRONICS,6,542.0,SOUTHEAST,DELIVERY,SEA-01
TX500106,B4700,2024-01-10,CL-9492,CLOTHING,12,436.44, WEST ,PICKUP,NYC-01
TX500107,B2921,2024-01-10,HG-1695,HOME GOODS,13,2943.72,WEST,DELIVERY,CHI-01
TX500108,B7714,2024-01-10, EL-2731 ,ELECTRONICS,12,1287.58,SOUTHWEST,IN STORE,CHI-01
TX500109,B5224,2024-01-10,SP-3165,SPORTING GOODS,8,1543.06,SOUTHWEST,IN STORE,NYC-01
TX500110,B5256,2024-01-10,HG-2911,HOME GOODS,2,-54.83,SOUTHEAST,IN STORE,ATL-01
TX500111,B2524,2024-01-10,OT-3021,OFFICE,3,161.46,SOUTHEAST,IN STORE,NYC-01
TX500112,B4786,2024-01-11,CL-5297,CLOTHING,13,397.3,SOUTHEAST,PICKUP,ATL-01
TX500113,B4262,2024-01-11,SP-1051,SPORTING GOODS,6,636.72,SOUTHEAST,DELIVERY,LAX-01
TX500114,B8355,2024-01-11,HG-3462,HOME GOODS,9,2297.64,NORTHEAST,DELIVERY,CHI-01
TX500115,B1979,2024-01-11,HG-6060,HOME GOODS,5,1354.3,WEST,DELIVERY,NYC-01
TX500116,B9108,2024-01-11,EL-4834,ELECTRONICS,1,94.8,SOUTHEAST,DELIVERY,CHI-01
TX500117,B2730,2024-01-11,OT-9764,OFFICE,13,2365.04,WEST,DELIVERY,DAL-01
TX500118,B1747,2024-01-11,EL-8833,ELECTRONICS,2,51.73,MIDWEST,PICKUP,DAL-01
TX500119,B3553,2024-01-11,SP-7227,SPORTING GOODS,5,1288.84,SOUTHWEST,PICKUP,SEA-01
TX500120,B5890,2024-01-11,HG-7614,HOME GOODS,8,2170.61,NORTHEAST,IN STORE,ATL-01
TX500121,B6543,2024-01-11,HG-8817,HOME GOODS,11,2802.05,WEST,PICKUP,DAL-01
TX500122,B8333,2024-01-11,OT-7862,OFFICE,12,1291.19,SOUTHWEST,PICKUP,SEA-01
TX500123,B8629,2024-01-11,CL-4897,CLOTHING,11,1907.62,MIDWEST,PICKUP,DAL-01
TX500124,B6201,2024-01-11,EL-9432,ELECTRONICS,3,122.48,NORTHEAST,IN STORE,NYC-01
TX500125,B4797,2024-01-11,EL-3944,ELECTRONICS,13,-1992.48,NORTHEAST,IN STORE,NYC-01
TX500126,B6840,2024-01-11,SP-8346,SPORTING GOODS,0,1397.22,WEST,DELIVERY,CHI-01
TX500127,B3709,2024-01-11,EL-4579,ELECTRONICS,11,419.56,SOUTHEAST,DELIVERY,LAX-01
TX500128,B5817,2024-01-11,HG-4199,HOME GOODS,5,1416.59,SOUTHWEST,IN STORE,SEA-01
TX500129,B7163,2024-01-11,OT-2258,OFFICE,9,638.63,WEST,PICKUP,ATL-01
TX500130,B6169,2024-01-11,EL-3934,ELECTRONICS,6,1088.88,MIDWEST,IN STORE,NYC-01
TX500131,B2264,2024-01-11,EL-8376,ELECTRONICS,1,283.28,SOUTHEAST,IN STORE,LAX-01
TX500132,B4302,2024-01-11,EL-3993,ELECTRONICS,10,1680.44,SOUTHEAST,DELIVERY,NYC-01
TX500133,B1175,2024-01-11,OT3887,OFFICE,3,747.57,SOUTHWEST,IN STORE,DAL-01
TX500134,B9327,2024-01-12,EL-8853,ELECTRONICS,7,301.16,MIDWEST,IN STORE,LAX-01
TX500135,B2526,2024-01-12,HG-3472,HOME GOODS,4,420.68,SOUTHEAST,IN STORE,CHI-01
TX500136,B1636,2024-01-12,HG-6347,HOME GOODS,10,1739.73,MIDWEST,DELIVERY,ATL-01
TX500137,B3635,2024-01-12,SP-5057,SPORTING GOODS,11,1211.91,SOUTHWEST,PICKUP,LAX-01
TX500138,B9332,2024-01-12,CL-2821,CLOTHING,14,2537.69,WEST,IN STORE,SEA-01
TX500139,B8236,2024-01-12,HG-1286,HOME GOODS,6,548.49,NORTHEAST,IN STORE,LAX-01
TX500140,B9713,2024-01-12,SP-1459,SPORTING GOODS,5,1403.23,WEST,DELIVERY,SEA-01
TX500141,B3146,2024-01-12,hg-1037,HOME GOODS,6,635.66,NORTHEAST,PICKUP,NYC-01
TX500142,B2752,2024-01-12,hg-3634,HOME GOODS,2,42.34,WEST,IN STORE,ATL-01
TX500143,B3185,2024-01-12,HG-8969,HOME GOODS,14,927.37,MIDWEST,IN STORE,DAL-01
TX500144,B3228,2024-01-12,EL-2345,ELECTRONICS,14,3491.97,SOUTHWEST,DELIVERY,CHI-01
TX500145,B5451,2024-01-12,CL-2460,CLOTHING,4,903.51,WEST,IN STORE,ATL-01
TX500146,B8493,2024-01-12,HG-2048,HOME GOODS,7,1705.14,NORTHEAST,IN STORE,NYC-01
TX500147,B6728,2024-01-12,CL-6328,CLOTHING,6,420.71,MIDWEST,DELIVERY,ATL-01
TX500148,B4500,2024-01-12,HG-4981,HOME GOODS,5,574.52,WEST,PICKUP,CHI-01
TX500149,B7788,2024-01-12,CL-6700,CLOTHING,12,3257.72,NORTHEAST,DELIVERY,LAX-01
TX500150,B4604,2024-01-12,OT-3698,OFFICE,14,2018.85,NORTHEAST,DELIVERY,ATL-01
TX500151,B6094,2024-01-12,HG5716,HOME GOODS,1,184.47,MIDWEST,IN STORE,LAX-01
TX500152,B4123,2024-01-12,SP-1752,SPORTING GOODS,14,308.72,SOUTHEAST,PICKUP,SEA-01
TX500153,B8502,2024-01-12,OT-1416,OFFICE,4,1147.99,NORTHEAST,PICKUP,SEA-01
TX500154,B5193,2024-01-12,OT-8177,OFFICE,13,2754.84,SOUTHEAST,IN STORE,SEA-01
TX500155,B5262,2024-01-12,OT-1473,OFFICE,14,2691.5,MIDWEST,DELIVERY,DAL-01
TX500156,B7209,2024-01-12,EL-1651,ELECTRONICS,8,1235.05, MIDWEST ,PICKUP,LAX-01
TX500157,B6313,2024-01-12,CL-4426,CLOTHING,7,1057.18,WEST,IN STORE,NYC-01
TX500158,B3918,2024-01-13,OT-4196,OFFICE,7,1325.17,SOUTHWEST,PICKUP,SEA-01
TX500159,B3071,2024-01-13,CL-4451,CLOTHING,8,1233.46,MIDWEST,DELIVERY,SEA-01
TX500160,B6305,2024-01-13,CL-3209,CLOTHING,6,763.55,SOUTHWEST,PICKUP,LAX-01
TX500161,B5749,2024-01-13,HG-2239,HOME GOODS,12,1634.68,WEST,IN STORE,SEA-01
TX500162,B8781,2024-01-13,OT-3842,OFFICE,2,416.22,SOUTHEAST,IN STORE,LAX-01
TX500163,B2943,2024-01-13,SP-9671,SPORTING GOODS,4,141.16,NORTHEAST,IN STORE,ATL-01
TX500164,B5482,2024-01-13,SP-9508,SPORTING GOODS,2,173.78,SOUTHWEST,DELIVERY,LAX-01
TX500165,B6497,2024-01-13,CL-8279,CLOTHING,12,1516.82,MIDWEST,IN STORE,SEA-01
TX500166,B6648,2024-01-13,HG-2354,HOME GOODS,3,892.93,SOUTHWEST,DELIVERY,CHI-01
TX500167,B5191,2024-01-13,HG-4465,HOME GOODS,10,193.56,SOUTHWEST,PICKUP,LAX-01
TX500168,B4886,2024-01-13,CL-1456,CLOTHING,10,2976.64,SOUTHWEST,PICKUP,NYC-01
TX500169,B5134,2024-01-13,EL-7781,ELECTRONICS,4,135.93,WEST,DELIVERY,CHI-01
TX500170,B4111,2024-01-13,SP-4049,SPORTING GOODS,14,3248.76,MIDWEST,IN STORE,ATL-01
TX500171,B5067,2024-01-13,EL-2749,ELECTRONICS,2,327.13,MIDWEST,PICKUP,SEA-01
TX500172,B5470,2024-01-13,EL-1886,ELECTRONICS,6,1601.12,SOUTHEAST,IN STORE,CHI-01
TX500173,B9681,2024-01-13,SP-1764,SPORTING GOODS,5,543.82,WEST,IN STORE,SEA-01
TX500174,B9187,2024-01-13,EL-1676,ELECTRONICS,1,260.39,MIDWEST,DELIVERY,DAL-01
TX500175,B8042,2024-01-13,CL-7127,CLOTHING,3,198.34,SOUTHWEST,PICKUP,NYC-01
TX500176,B7999,2024-01-13,CL-4574,CLOTHING,14,1842.6,WEST,PICKUP,LAX-01
TX500177,B9313,2024-01-13,HG-1652,HOME GOODS,10,2928.15,MIDWEST,PICKUP,NYC-01
TX500178,B8779,2024-01-13,CL-6687,CLOTHING,11,3108.07,WEST,DELIVERY,DAL-01
TX500179,B1158,2024-01-13,HG-9680,HOME GOODS,5,1381.09,SOUTHEAST,PICKUP,ATL-01
TX500180,B1522,2024-01-13,HG-6908,HOME GOODS,6,1047.12,NORTHEAST,PICKUP,DAL-01
TX500181,B2339,2024-01-14,HG-8686,HOME GOODS,7,1043.13,SOUTHEAST,IN STORE,ATL-01
TX500182,B7687,2024-01-14,CL-8420,CLOTHING,12,1195.08,WEST,DELIVERY,ATL-01
TX500183,B9827,2024-01-14,SP-2468,SPORTING GOODS,4,636.62,SOUTHEAST,PICKUP,NYC-01
TX500184,B3748,2024-01-14,OT-4121,OFFICE,7,241.73,SOUTHEAST,IN STORE,LAX-01
TX500185,B5019,2024-01-14,SP-2749,SPORTING GOODS,5,638.49,SOUTHWEST,DELIVERY,ATL-01
TX500186,B3876,2024-01-14,EL-4185,OFFICE,12,3559.04,NORTHEAST,PICKUP,DAL-01
TX500187,B4161,2024-01-14,OT-2026,OFFICE,6,908.28,MIDWEST,IN STORE,ATL-01
TX500188,B5564,2024-01-14,EL-4178,ELECTRONICS,2,593.55,SOUTHEAST,IN STORE,NYC-01
TX500189,B7274,2024-01-14,SP-4184,SPORTING GOODS,2,279.95,SOUTHWEST,PICKUP,LAX-01
TX500190,B6176,2024-01-14,EL-4486,ELECTRONICS,13,3618.74,WEST,PICKUP,ATL-01
TX500191,B9181,2024-01-14,SP-7597,SPORTING GOODS,14,1465.74,WEST,DELIVERY,LAX-01
TX500192,B7347,2024-01-14,CL-9504,CLOTHING,11,2528.59,WEST,DELIVERY,CHI-01
TX500193,B2744,2024-01-14,CL-3535,CLOTHING,6,1120.24,WEST,IN STORE,SEA-01
TX500194,B9970,2024-01-14,HG-9792,HOME GOODS,11,2142.28,WEST,PICKUP,ATL-01
TX500195,B5421,2024-01-14,HG-1260,HOME GOODS,14,2064.31,WEST,PICKUP,LAX-01
TX500196,B8422,2024-01-14,OT-5195,OFFICE,3,604.55,SOUTHWEST,PICKUP,DAL-01
TX500197,B4982,2024-01-14,SP-7275,SPORTING GOODS,14,2596.18,NORTHEAST,DELIVERY,DAL-01
TX500198,B6966,2024-01-14, SP-5293 ,SPORTING GOODS,2,168.44,SOUTHEAST,IN STORE,LAX-01
TX500199,B5071,2024-01-14,EL-5669,ELECTRONICS,5,209.46,SOUTHEAST,IN STORE,SEA-01
TX500200,B5883,2024-01-14,SP-7052,SPORTING GOODS,3,899.32,SOUTHWEST,IN STORE,DAL-01
TX500201,B4970,2024-01-14,HG-6109,HOME GOODS,9,2087.63,WEST,IN STORE,LAX-01
TX500202,B1029,2024-01-14,HG-8746,HOME GOODS,1,189.48,WEST,DELIVERY,NYC-01
TX500203,B1154,2024-01-14,SP-9019,SPORTING GOODS,8,1696.79,SOUTHEAST,DELIVERY,SEA-01
TX500204,B7434,bad_date,HG-1047,HOME GOODS,1,256.5,SOUTHEAST,DELIVERY,ATL-01
TX500205,B5301,2024-01-14,CL-5970,CLOTHING,2,487.92,WEST,DELIVERY, NYC-01 
TX500206,B8203,2024-01-14,EL-2814,ELECTRONICS,11,2834.5,NORTHEAST,IN STORE,SEA-01
TX500207,B4131,2024-01-14,EL-1182,ELECTRONICS,4,512.49,MIDWEST,DELIVERY,DAL-01
TX500208,B3329,2024-01-15,EL-5461,ELECTRONICS,9,2425.67,MIDWEST,IN STORE,SEA-01
TX500209,B7451,2024-01-15,HG-9268,HOME GOODS,8,303.05,MIDWEST,DELIVERY,NYC-01
TX500210,B6429,2024-01-15,EL-5523,ELECTRONICS,6,759.81,WEST,DELIVERY,NYC-01
TX500211,B7661,2024-01-15,CL-3996,CLOTHING,12,2419.58,NORTHEAST,IN STORE,CHI-01
TX500212,B2596,2024-01-15,OT-6841,OFFICE,5,1431.12,MIDWEST,DELIVERY,CHI-01
TX500213,B4380,2024-01-15,SP-4427,SPORTING GOODS,1,108.91,SOUTHWEST,PICKUP,NYC-01
TX500214,B2735,2024-01-15,hg-7106,HOME GOODS,10,2176.38,SOUTHWEST,PICKUP,LAX-01
TX500215,B6985,2024-01-15,EL-7796,ELECTRONICS,10,2112.46,WEST,IN STORE,CHI-01
TX500216,B3261,2024-01-15,CL-7405,CLOTHING,14,377.85,SOUTHEAST,IN STORE,CHI-01
TX500217,B9445,2024-01-15,EL2702,ELECTRONICS,12,809.15,NORTHEAST,DELIVERY,DAL-01
TX500218,B3345,2024-01-15,SP-4109,SPORTING GOODS,9,696.94,SOUTHWEST,PICKUP,SEA-01
TX500219,B1458,2024-01-15,HG-5131,HOME GOODS,11,2487.22,NORTHEAST,DELIVERY,DAL-01
TX500220,B8275,2024-01-15,HG-5932,HOME GOODS,1,128.83,MIDWEST,DELIVERY,CHI-01
TX500221,B5425,2024-01-15,SP3205,SPORTING GOODS,1,157.47,NORTHEAST,PICKUP,CHI-01
TX500222,B6204,2024-01-15,CL-4737,CLOTHING,2,488.78,NORTHEAST,IN STORE,SEA-01
TX500223,B2605,2024-01-15,OT-4944,OFFICE,14,4062.11,MIDWEST,DELIVERY,DAL-01
TX500224,B8949,2024-01-15,OT-6953,OFFICE,2,336.61,SOUTHWEST,IN STORE,NYC-01
TX500225,B9239,2024-01-15,CL-1361,CLOTHING,1,64.75,NORTHEAST,DELIVERY,ATL-01
TX500226,B3145,2024-01-15,CL-9870,CLOTHING,4,640.91,SOUTHWEST,IN STORE,SEA-01
TX500227,B8902,2024-01-15,CL-4174,CLOTHING,7,1542.75,NORTHEAST,PICKUP,ATL-01
TX500228,B9946,2024-01-16,EL-2053,ELECTRONICS,4,529.29,SOUTHEAST,IN STORE,SEA-01
TX500229,B8249,2024-01-16,EL-6308,ELECTRONICS,11,3138.56,SOUTHWEST,IN STORE,ATL-01
TX500230,B1183,2024-01-16,EL-5113,OFFICE,4,703.1,SOUTHEAST,IN STORE,CHI-01
TX500231,B7213,2024-01-16,EL-6912,ELECTRONICS,13,586.56,SOUTHWEST,IN STORE,SEA-01
TX500232,B7704,2024-01-16,CL-3469,OFFICE,13,1085.74,SOUTHWEST,IN STORE,CHI-01
TX500233,B7181,2024-01-16,CL-7870,CLOTHING,12,634.5,MIDWEST,IN STORE,CHI-01
TX500234,B1515,2024-01-16,SP-1041,SPORTING GOODS,14,3841.84,MIDWEST,PICKUP,LAX-01
TX500235,B9517,2024-01-16,HG-4267,HOME GOODS,1,261.68,NORTHEAST,IN STORE,ATL-01
TX500236,B9426,2024-01-16,SP-1507,SPORTING GOODS,4,539.95,SOUTHWEST,DELIVERY,ATL-01
TX500237,B9122,2024-01-16,CL-7699,CLOTHING,5,1279.41,SOUTHEAST,PICKUP,DAL-01
TX500238,B7783,2024-01-16,HG-5584,HOME GOODS,8,223.25,SOUTHWEST,DELIVERY,DAL-01
TX500239,B4977,2024-01-16,HG-3603,HOME GOODS,7,1872.42,WEST,DELIVERY,ATL-01
TX500240,B4337,2024-01-16,HG-2345,HOME GOODS,4,712.7,SOUTHWEST,DELIVERY,LAX-01
TX500241,B6074,2024-01-16,SP-3444,SPORTING GOODS,12,3251.43,SOUTHEAST,DELIVERY, LAX-01 
TX500242,B9784,2024-01-16,SP-5557,SPORTING GOODS,9,166.83,NORTHEAST,DELIVERY,LAX-01
TX500243,B5442,2024-01-16,CL-3905,CLOTHING,12,2673.48,WEST,IN STORE,LAX-01
TX500244,B1529,2024-01-16,HG-4926,OFFICE,12,885.44,SOUTHEAST,PICKUP,NYC-01
TX500245,B5518,2024-01-16,SP-6438,SPORTING GOODS,7,1477.97,SOUTHEAST,DELIVERY,CHI-01
TX500246,B2136,2024-01-16,HG-4988,HOME GOODS,11,2364.79,NORTHEAST,PICKUP,NYC-01
