user_id,activity_date,purchase_amount
user050,2024-01-03,397.77
user050,2024-03-16,69.07
user050,2024-03-25,377.43
user050,2024-04-27,0.0
user051,2023-03-05,349.32
user051,2023-04-13,284.47
user051,2023-04-22,168.1
user051,2023-06-29,150.62
user052,2023-10-15,78.87
user052,2023-10-18,176.49
user052,2023-10-31,430.21
user052,2023-11-02,0.0
user052,2023-11-19,409.1
user052,2023-12-24,263.4
user053,2023-10-23,0.0
user053,2023-11-02,143.94
user053,2023-12-22,0.0
user053,2023-12-30,254.7
user053,2024-02-04,408.49
user054,2024-01-29,119.51
user054,2024-04-08,521.83
user055,2023-04-14,127.68
user055,2023-07-15,159.64
user056,2024-01-17,247.7
user056,2024-01-21,477.55
user056,2024-02-14,115.06
user056,2024-02-18,403.85
user056,2024-03-03,24.97
user056,2024-03-07,229.68
user057,2023-05-05,0.0
user057,2023-05-15,251.64
user057,2023-05-16,96.0
user057,2023-06-03,147.22
user058,2023-10-30,128.69
user058,2023-11-27,0.0
user058,2023-12-02,0.0
user058,2023-12-08,0.0
user058,2023-12-22,399.66
user058,2023-12-26,0.0
user059,2023-03-22,0.0
user059,2023-03-23,238.81
user059,2023-04-04,244.06
user059,2023-04-06,0.0
user059,2023-05-02,149.98
user059,2023-06-26,472.06
user059,2023-07-22,203.86
user060,2023-09-03,404.5
user060,2023-09-08,168.9
user060,2023-09-11,243.82
user060,2023-09-11,272.7
user060,2023-09-16,0.0
user060,2023-10-13,359.39
user060,2023-10-21,199.95
user061,2023-05-29,523.42
user061,2023-07-26,424.72
user063,2024-02-27,0.0
user063,2024-03-09,0.0
user063,2024-05-04,0.0
user063,2024-05-06,0.0
user064,2023-02-06,234.57
user064,2023-02-08,413.46
user064,2023-02-12,329.35
user064,2023-02-26,451.49
user064,2023-02-26,125.37
user064,2023-05-12,401.85
user064,2023-05-27,0.0
user065,2023-04-13,184.06
user065,2023-04-19,0.0
user065,2023-07-16,83.37
user066,2023-05-18,304.96
user066,2023-05-20,268.95
user066,2023-06-28,0.0
user066,2023-09-13,65.56
user068,2023-12-22,112.15
user069,2023-09-06,209.07
user069,2023-10-14,292.79
user069,2023-10-17,167.62
user069,2023-11-03,27.94
user069,2023-12-10,189.44
user071,2023-05-20,537.73
user071,2023-05-28,529.14
user071,2023-06-20,131.57
user071,2023-06-22,547.96
user071,2023-07-29,90.87
user072,2023-09-08,0.0
user072,2023-12-07,347.35
user073,2023-08-24,54.21
user073,2023-08-27,31.79
user073,2023-09-05,397.06
user073,2023-09-11,235.28
user073,2023-09-14,76.4
user073,2023-09-15,424.81
user073,2023-09-15,0.0
user073,2023-10-05,0.0
user073,2023-11-04,421.2
user073,2023-11-13,358.57
user073,2023-11-17,340.46
user074,2023-10-30,316.26
user074,2023-11-23,0.0
user074,2024-01-12,244.26
user074,2024-02-05,158.49
user074,2024-03-23,169.37
user074,2024-03-24,193.22
user075,2024-02-14,0.0
user075,2024-03-01,319.04
user075,2024-03-15,0.0
user075,2024-03-21,43.48
user076,2023-12-05,0.0
user076,2023-12-31,443.57
user077,2024-03-14,0.0
user078,2023-09-02,14.91
user078,2023-09-19,163.52
user078,2023-09-20,407.33
user078,2023-09-21,93.48
user078,2023-09-28,0.0
user078,2023-10-30,0.0
user078,2023-11-24,140.64
user078,2023-11-25,0.0
user078,2023-12-01,0.0
user079,2023-11-04,0.0
user079,2023-11-04,267.52
user079,2023-11-25,377.39
user079,2023-12-06,370.47
user079,2024-01-07,423.03
user080,2023-08-12,190.29
user080,2023-08-13,58.34
user080,2023-08-28,338.33
user080,2023-09-27,0.0
user080,2023-10-02,471.15
user080,2023-11-09,532.49
user080,2023-11-28,253.58
user081,2023-12-01,0.0
user082,2023-09-04,327.04
user082,2023-09-15,402.14
user082,2023-09-18,291.29
user082,2023-09-21,359.75
user082,2023-10-17,170.5
user082,2023-10-20,390.48
user082,2023-10-27,0.0
user082,2023-11-27,241.48
user082,2023-11-28,552.38
user082,2024-01-26,247.67
user083,2023-09-03,251.62
user083,2023-09-22,0.0
user083,2023-09-23,84.9
user083,2023-10-16,0.0
user083,2023-10-27,117.85
user083,2023-11-23,0.0
user083,2023-12-04,581.69
user084,2023-09-29,230.6
user084,2023-11-21,0.0
user084,2023-12-05,144.13
user084,2023-12-09,0.0
user084,2024-01-19,0.0
user086,2023-06-26,0.0
user087,2024-03-20,415.06
user088,2023-11-16,528.01
user088,2023-11-29,490.01
user088,2023-12-17,0.0
user089,2023-10-19,418.09
user089,2023-11-02,0.0
user089,2023-11-18,105.81
user089,2023-11-23,0.0
user089,2024-01-24,370.92
user090,2023-08-09,43.64
user090,2023-10-17,488.33
user090,2023-11-11,141.55
user090,2023-11-20,362.35
user090,2023-12-23,225.35
user091,2023-04-25,86.27
user091,2023-05-06,146.87
user092,2023-10-11,111.56
user092,2023-10-25,450.14
user093,2023-02-23,0.0
user093,2023-03-28,180.06
user093,2023-03-29,0.0
user094,2023-11-29,540.57
user094,2023-12-15,463.45
user094,2023-12-23,99.0
user094,2024-01-02,255.7
user094,2024-01-13,264.8
user094,2024-01-18,463.82
user094,2024-02-27,0.0
user095,2023-04-17,406.38
user095,2023-04-24,355.23
user095,2023-05-03,0.0
user095,2023-05-04,317.8
user095,2023-05-25,0.0
user095,2023-06-30,0.0
user095,2023-07-13,438.21
user095,2023-08-28,113.55
user096,2024-01-17,508.16
user096,2024-01-20,0.0
user096,2024-01-28,0.0
user096,2024-02-07,451.17
user096,2024-02-21,435.92
user096,2024-03-17,0.0
user096,2024-05-28,175.74
user097,2024-01-03,0.0
user097,2024-01-14,245.81
user097,2024-01-29,302.6
user097,2024-02-14,252.81
user097,2024-02-14,431.06
user097,2024-03-19,425.57
user097,2024-04-05,94.26
user098,2023-02-09,105.49
user098,2023-02-13,474.79
user098,2023-03-24,0.0
user098,2023-03-26,0.0
user098,2023-05-15,113.44
user098,2023-06-07,0.0
user098,2023-06-23,512.09
user098,2023-06-28,0.0
user099,2024-01-11,200.09
user099,2024-01-18,204.61
user099,2024-01-31,128.64
user099,2024-02-01,0.0
user099,2024-02-03,90.78
user099,2024-02-22,0.0
user100,2023-06-09,577.5
user100,2023-06-22,315.95
user100,2023-07-25,376.14
user100,2023-07-29,182.24
user100,2023-08-01,0.0
user100,2023-08-19,243.46
user100,2023-08-25,111.08
user100,2023-09-04,270.82
user100,2023-09-24,0.0
user100,2023-10-20,151.12
user101,2023-11-05,487.47
user102,2023-05-07,0.0
user103,2023-06-22,559.03
user103,2023-07-26,0.0
user103,2023-08-14,93.29
user104,2023-04-30,53.78
user105,2023-07-13,510.36
user105,2023-07-26,144.6
user105,2023-07-31,0.0
user105,2023-09-06,0.0
user105,2023-09-26,12.53
user105,2023-09-30,403.45
user106,2023-11-18,0.0
user106,2023-12-01,150.97
user106,2023-12-18,370.71
user106,2024-01-13,537.08
user106,2024-02-22,0.0
user106,2024-03-06,113.45
user106,2024-03-17,230.53
user107,2023-10-21,0.0
user107,2023-11-02,125.06
user107,2023-11-20,562.2
user107,2023-11-28,34.12
user107,2023-12-27,353.17
user107,2024-01-11,29.83
user107,2024-01-30,124.36
user107,2024-02-03,0.0
user108,2023-11-16,0.0
user108,2023-12-27,612.23
user108,2024-01-18,375.62
user109,2023-03-20,0.0
user109,2023-05-05,558.17
user109,2023-05-08,437.86
user109,2023-06-19,0.0
user110,2023-03-11,343.02
user110,2023-04-09,0.0
user110,2023-05-10,0.0
user110,2023-06-02,0.0
user110,2023-07-10,0.0
user111,2023-06-14,0.0
user111,2023-06-27,21.22
user111,2023-07-14,228.06
user111,2023-08-02,265.98
user111,2023-08-23,9.01
user111,2023-11-05,227.91
user113,2024-03-12,353.3
user113,2024-05-13,192.83
user114,2023-11-26,467.89
user114,2023-11-29,153.68
user114,2024-01-01,0.0
user114,2024-01-12,308.02
user114,2024-02-17,406.9
user115,2023-04-17,188.32
user115,2023-04-24,293.72
user116,2023-03-28,310.85
user116,2023-04-01,193.01
user117,2023-04-26,320.13
user117,2023-04-29,462.63
user117,2023-06-01,116.54
user117,2023-06-24,524.52
user118,2024-01-16,183.01
user119,2023-12-09,281.91
user119,2023-12-10,49.0
user119,2023-12-12,352.25
user119,2023-12-15,599.24
user119,2023-12-25,428.08
user119,2024-01-14,117.12
user119,2024-01-14,133.23
user119,2024-02-08,54.81
user119,2024-03-09,240.06
user119,2024-03-27,245.83
user119,2024-04-04,318.92
user120,2023-05-20,590.61
user120,2023-05-31,593.83
user120,2023-06-01,274.67
user120,2023-07-01,293.92
user120,2023-07-20,309.22
user120,2023-07-22,471.74
user120,2023-07-30,115.65
user120,2023-08-06,177.52
user120,2023-08-08,27.27
user120,2023-08-27,0.0
user120,2023-09-08,0.0
user121,2023-08-07,360.7
user121,2023-11-05,365.23
user122,2024-02-04,0.0
user122,2024-02-12,354.81
user122,2024-04-16,150.78
user122,2024-04-23,41.17
user123,2023-10-15,22.35
user123,2023-10-18,213.6
user123,2023-10-27,137.97
user123,2023-11-14,102.48
user123,2023-12-20,49.82
user124,2023-03-12,364.31
user124,2023-03-18,0.0
user124,2023-03-31,0.0
user124,2023-04-02,18.02
user124,2023-05-03,361.3
user124,2023-05-14,0.0
user125,2023-09-15,291.92
user125,2023-10-03,0.0
user125,2023-11-26,0.0
user125,2023-12-11,0.0
user126,2023-05-14,233.49
user126,2023-06-04,219.22
user126,2023-08-08,96.6
user126,2023-08-14,0.0
user127,2023-06-22,568.03
user127,2023-06-23,424.33
user127,2023-09-05,258.39
user127,2023-09-05,342.7
user127,2023-10-01,57.78
user128,2023-11-02,74.94
user128,2023-11-17,299.51
user128,2023-11-18,208.61
user128,2023-11-24,0.0
user128,2023-12-20,539.05
user128,2024-02-07,440.85
user128,2024-03-11,0.0
user129,2023-02-04,71.8
user129,2023-02-19,142.54
user129,2023-03-03,0.0
user129,2023-03-09,0.0
user129,2023-03-11,369.1
user129,2023-03-29,0.0
user129,2023-04-01,330.17
user129,2023-04-12,256.79
user129,2023-04-21,242.68
user129,2023-07-02,0.0
user130,2023-09-07,159.8
user130,2023-09-16,0.0
user130,2023-09-19,85.52
user130,2023-10-18,205.33
user130,2023-11-05,271.12
user131,2023-11-11,482.82
user131,2023-11-27,188.79
user131,2023-12-12,527.0
user131,2023-12-12,0.0
user131,2024-02-09,137.56
user132,2024-02-05,0.0
user132,2024-02-14,71.33
user132,2024-02-26,398.71
user132,2024-02-27,437.44
user132,2024-03-25,230.64
user132,2024-04-05,106.18
user132,2024-06-14,541.17
user133,2023-11-13,489.87
user133,2023-12-08,0.0
user133,2023-12-10,434.4
user133,2023-12-26,553.76
user133,2024-01-08,313.84
user133,2024-02-15,0.0
user133,2024-02-16,508.4
user133,2024-03-03,0.0
user134,2023-09-17,150.88
user134,2023-09-20,0.0
user134,2023-10-07,382.31
user134,2023-10-13,397.73
user134,2023-10-17,302.74
user134,2023-11-18,250.29
user134,2023-12-23,569.6
user135,2023-03-07,340.14
user136,2024-01-23,0.0
user136,2024-04-18,0.0
user138,2023-11-22,0.0
user139,2023-04-10,488.26
user139,2023-06-18,343.02
user139,2023-06-24,0.0
user139,2023-06-28,0.0
user139,2023-06-30,341.49
user139,2023-07-03,39.47
user139,2023-07-13,464.9
user140,2024-01-22,461.83
user140,2024-01-25,0.0
user140,2024-02-25,376.71
user140,2024-02-25,0.0
user140,2024-03-05,372.93
user140,2024-03-07,0.0
user140,2024-04-04,0.0
user140,2024-04-27,271.19
user141,2023-10-11,377.58
user141,2023-10-17,197.61
user141,2023-10-22,29.56
user141,2023-11-04,198.82
user141,2023-11-12,274.23
user141,2024-01-12,148.64
user142,2023-09-29,31.92
user142,2023-10-23,0.0
user142,2023-11-15,0.0
user142,2023-11-18,0.0
user142,2023-12-08,567.57
user142,2024-01-03,413.19
user142,2024-02-14,521.53
user143,2023-04-03,0.0
user143,2023-04-03,217.86
user143,2023-06-19,640.96
user143,2023-08-16,0.0
user145,2023-09-17,255.51
user145,2023-09-27,93.8
user145,2023-11-29,565.39
user145,2023-12-12,278.65
user146,2023-10-03,272.72
user146,2023-10-14,434.13
user146,2023-10-23,0.0
user146,2023-12-26,238.73
user147,2023-09-27,165.04
user147,2023-09-28,0.0
user147,2023-09-30,273.36
user147,2023-10-04,272.42
user147,2023-10-06,328.91
user147,2023-11-01,112.46
user147,2023-11-17,515.23
user147,2023-11-19,0.0
user147,2023-11-26,0.0
user147,2024-01-11,0.0
user147,2024-02-13,510.51
user148,2023-06-22,0.0
user149,2023-09-14,107.09
user149,2023-09-22,223.07
user149,2023-10-04,0.0
user149,2023-10-17,349.53
user149,2023-11-16,0.0
user149,2023-12-11,535.16
user150,2023-04-16,0.0
user150,2023-05-10,0.0
user150,2023-05-27,155.56
user150,2023-05-28,119.05
user151,2023-03-16,0.0
user151,2023-04-03,206.47
user151,2023-04-11,0.0
user151,2023-04-27,0.0
user151,2023-07-08,0.0
user152,2023-02-13,179.97
user152,2023-02-28,41.84
user152,2023-03-02,78.27
user152,2023-03-16,469.53
user152,2023-03-24,0.0
user152,2023-04-24,0.0
user152,2023-05-20,433.36
user152,2023-06-05,0.0
user153,2023-07-15,511.05
user153,2023-07-28,0.0
user153,2023-07-30,0.0
user153,2023-08-18,0.0
user153,2023-10-02,293.86
user154,2023-12-28,101.63
user154,2024-01-28,0.0
user154,2024-02-09,0.0
user154,2024-02-17,366.35
user154,2024-03-14,412.36
user154,2024-03-29,292.9
user154,2024-04-27,0.0
user154,2024-05-16,0.0
user155,2023-09-04,356.85
user156,2023-10-02,436.15
user156,2023-10-19,29.57
user156,2023-11-04,534.74
user156,2023-11-09,395.22
user156,2023-11-27,0.0
user156,2023-12-20,463.81
user156,2024-01-02,78.51
user156,2024-02-02,480.69
user157,2023-05-01,71.9
user157,2023-06-10,384.07
user157,2023-06-10,0.0
user158,2023-12-03,604.52
user158,2023-12-07,450.82
user158,2023-12-13,186.33
user158,2024-02-21,524.14
user159,2023-05-02,578.09
user162,2023-04-02,398.86
user162,2023-04-22,27.7
user162,2023-04-24,439.1
user162,2023-06-12,43.63
user162,2023-07-08,90.03
user162,2023-07-26,117.0
user163,2023-10-05,262.24
user163,2023-10-14,0.0
user163,2023-11-01,266.41
user164,2023-11-16,143.94
user164,2023-11-19,541.47
user164,2023-11-27,162.52
user164,2023-11-29,15.35
user164,2023-12-27,341.58
user164,2023-12-29,0.0
user164,2024-03-29,221.18
user164,2024-04-02,142.8
user165,2023-03-05,493.23
user165,2023-03-28,114.47
user165,2023-04-23,14.12
user165,2023-04-27,58.11
user165,2023-06-28,0.0
user166,2023-06-25,432.11
user166,2023-06-29,549.96
user166,2023-07-18,0.0
user167,2023-04-15,0.0
user167,2023-07-04,160.38
user169,2023-11-29,42.9
user169,2023-12-04,0.0
user169,2023-12-14,402.72
user169,2023-12-26,543.54
user169,2023-12-28,359.08
user169,2024-01-04,331.24
user169,2024-01-18,351.71
user169,2024-03-03,0.0
user170,2023-12-31,0.0
user170,2024-01-13,0.0
user170,2024-01-31,0.0
user171,2023-09-13,16.68
user172,2024-02-02,330.8
user172,2024-02-02,427.73
user172,2024-02-12,151.24
user172,2024-02-13,360.49
user172,2024-03-04,0.0
user172,2024-03-05,388.2
user172,2024-03-14,0.0
user172,2024-04-01,121.43
user172,2024-05-29,85.84
user173,2023-09-18,231.96
user173,2023-09-20,0.0
user173,2023-10-05,337.94
user173,2024-02-06,431.27
user174,2023-08-28,421.85
user174,2023-08-30,53.61
user174,2023-09-05,172.68
user174,2023-09-06,117.91
user174,2023-09-13,0.0
user174,2023-10-05,365.77
user174,2023-10-24,232.1
user174,2023-11-10,144.31
user175,2023-09-17,199.16
user175,2023-09-27,0.0
user175,2023-10-15,489.38
user175,2023-12-06,116.95
user175,2023-12-31,603.88
user176,2023-11-13,127.01
user176,2023-12-07,158.01
user177,2023-06-03,0.0
user177,2023-07-02,0.0
user177,2023-07-11,0.0
user177,2023-07-26,0.0
user177,2023-07-29,0.0
user177,2023-08-09,174.8
user177,2023-08-18,0.0
user179,2023-09-22,0.0
user179,2023-09-25,0.0
user179,2023-09-30,423.18
user179,2023-10-06,36.71
user179,2023-11-12,373.72
user179,2023-11-30,0.0
user179,2023-12-20,455.37
user179,2024-01-15,0.0
user179,2024-01-29,19.54
user180,2023-11-16,215.27
user180,2023-12-02,205.78
user180,2023-12-09,366.87
user180,2024-02-03,72.95
user181,2024-02-02,0.0
user181,2024-02-15,158.25
user181,2024-02-21,293.17
user181,2024-03-12,28.24
user181,2024-03-19,255.14
user181,2024-04-04,338.87
user181,2024-04-10,443.99
user183,2023-06-16,0.0
user183,2023-07-10,56.89
user183,2023-07-26,0.0
user183,2023-07-27,468.4
user184,2023-12-24,0.0
user184,2023-12-28,0.0
user184,2024-01-09,0.0
user184,2024-02-05,0.0
user184,2024-02-07,288.61
user184,2024-03-25,339.29
user185,2023-07-30,302.92
user185,2023-09-08,271.78
user186,2023-09-12,297.3
user186,2023-11-23,0.0
user187,2023-12-18,248.65
user187,2023-12-26,214.06
user187,2023-12-28,123.29
user187,2024-02-23,483.2
user187,2024-03-07,0.0
user187,2024-03-07,285.45
user187,2024-03-13,0.0
user188,2023-10-12,0.0
user188,2023-10-12,377.31
user188,2023-10-17,30.13
user188,2023-10-26,484.78
user188,2023-11-19,292.78
user188,2023-12-16,592.29
user189,2023-08-30,196.15
user189,2023-09-07,0.0
user189,2023-10-25,0.0
user190,2023-09-01,344.88
user190,2023-11-21,0.0
user191,2023-12-16,0.0
user191,2023-12-17,396.73
user191,2024-04-21,477.54
user192,2023-07-09,0.0
user192,2023-07-28,0.0
user192,2023-08-04,0.0
user193,2023-05-30,249.18
user193,2023-08-25,179.43
user194,2023-09-20,0.0
user195,2023-08-19,301.29
user195,2023-09-20,55.66
user195,2023-10-13,0.0
user195,2023-10-14,352.77
user195,2023-10-23,0.0
user195,2023-11-20,0.0
user195,2023-11-24,519.73
user196,2023-06-28,0.0
user196,2023-06-30,0.0
user196,2023-07-16,0.0
user196,2023-08-01,190.07
user196,2023-10-17,0.0
user197,2023-12-14,408.4
user197,2024-01-01,367.53
user197,2024-01-18,0.0
user197,2024-01-23,123.0
user197,2024-01-27,0.0
user197,2024-02-17,56.47
user197,2024-03-01,0.0
user197,2024-03-05,430.79
user197,2024-03-11,0.0
user197,2024-03-11,0.0
user197,2024-04-03,246.83
user198,2023-03-23,0.0
user198,2023-03-24,0.0
user198,2023-03-31,0.0
user198,2023-04-17,0.0
user198,2023-04-19,0.0
user198,2023-05-09,0.0
user198,2023-05-12,523.57
user198,2023-05-17,78.59
user199,2023-11-03,475.98
user199,2023-11-07,0.0
user199,2023-11-09,0.0
user199,2023-11-16,0.0
user199,2023-11-22,0.0
user201,2023-07-07,375.41
user201,2023-07-12,185.2
user201,2023-10-04,61.98
user202,2023-05-16,124.37
user202,2023-05-20,194.2
user202,2023-05-25,0.0
user202,2023-07-04,0.0
user202,2023-08-07,0.0
user202,2023-08-09,99.8
user202,2023-08-24,179.27
user203,2023-07-10,0.0
user203,2023-07-17,73.2
user203,2023-07-20,0.0
user203,2023-08-10,396.13
user203,2023-08-12,110.86
user203,2023-08-20,192.49
user203,2023-09-05,274.29
user204,2023-09-02,244.37
user205,2023-08-28,0.0
user205,2023-09-14,0.0
user205,2023-11-08,373.62
user205,2023-11-16,520.24
user206,2023-06-14,38.66
user207,2023-02-06,92.63
user207,2023-02-10,188.32
user207,2023-02-11,0.0
user207,2023-02-23,0.0
user207,2023-03-28,103.85
user207,2023-04-30,188.57
user207,2023-05-05,492.27
user207,2023-05-10,179.16
user207,2023-05-21,168.42
user207,2023-06-13,63.03
user208,2023-06-25,323.27
user208,2023-07-01,0.0
user208,2023-07-08,53.22
user208,2023-07-09,228.74
user208,2023-07-24,0.0
user208,2023-08-09,0.0
user209,2023-09-13,148.28
user210,2023-04-05,169.79
user210,2023-04-22,304.74
user210,2023-05-21,295.41
user210,2023-07-04,0.0
user210,2023-07-05,363.5
user210,2023-07-28,159.46
user211,2024-01-25,0.0
user212,2023-09-13,281.81
user212,2023-12-29,459.56
user212,2024-01-03,399.06
user212,2024-01-28,0.0
user213,2023-09-18,0.0
user213,2023-09-22,0.0
user213,2023-10-02,431.28
user213,2023-10-21,169.11
user213,2023-10-28,134.84
user213,2023-11-06,553.52
user213,2023-12-06,590.43
user213,2024-01-08,271.34
user214,2023-07-05,0.0
user214,2023-10-15,0.0
user216,2023-04-26,449.57
user216,2023-06-21,174.82
user217,2023-07-21,97.62
user217,2023-07-24,212.34
user217,2023-07-26,451.36
user217,2023-07-28,522.96
user217,2023-07-31,207.26
user217,2023-08-15,55.11
user217,2023-08-23,0.0
user217,2023-09-06,283.34
user217,2023-12-05,286.87
user218,2023-10-20,0.0
